movieId,actors,director,music,screenwriter
1645,"['Matthew McConaughey', 'Sandra Bullock', 'Samuel L. Jackson', 'Kevin Spacey', 'Oliver Platt', 'Charles S. Dutton', 'Brenda Fricker', 'Donald Sutherland', 'Kiefer Sutherland', 'Patrick McGoohan', 'Ashley Judd', ""Rae'Ven Larrymore Kelly"", 'Tonea Stewart', 'John Diehl', 'Chris Cooper', 'Nicky Katt', 'Doug Hutchison', 'Kurtwood Smith', 'Tim Parati', 'Beth Grant', 'Anthony Heald', 'M. Emmet Walsh', 'Octavia Spencer']",['Joel Schumacher'],['Elliot Goldenthal'],['Akiva Goldsman']
549,"['Jeffrey Wright', 'David Bowie', 'Dennis Hopper', 'Gary Oldman', 'Benicio del Toro', 'Claire Forlani', 'Michael Wincott', 'Parker Posey', 'Courtney Love', ""Tatum O'Neal"", 'Christopher Walken', 'Willem Dafoe', 'Sam Rockwell', 'Jean-Claude La Marre', 'Hope Clarke', 'Rockets Redglare', 'Elina Löwensohn', 'Paul Bartel', 'Joseph R. Gannascoli', 'Michael Badalucco']",['Julian Schnabel'],"['Julian Schnabel', 'John Cale']",[]
164,"['Audrey Hepburn', 'George Peppard', 'Patricia Neal', 'Buddy Ebsen', 'Martin Balsam', 'Mickey Rooney', 'José Luis de Villalonga', 'John McGiver', 'Alan Reed', 'Dorothy Whitney', 'Beverly Powers', 'Stanley Adams', 'Claude Stroud', 'Elvia Allman', 'Orangey', 'Charles Sherlock']",['Blake Edwards'],"['Henry Mancini', 'Johnny Mercer']",['George Axelrod']
426,"['James Stewart', 'Kim Novak', 'Barbara Bel Geddes', 'Tom Helmore', 'Henry Jones', 'Raymond Bailey', 'Ellen Corby', 'Konstantin Shayne', 'Lee Patrick', 'Bess Flowers']",['Alfred Hitchcock'],['Bernard Herrmann'],"['Alec Coppel', 'Samuel A. Taylor']"
239,"['Marilyn Monroe', 'Tony Curtis', 'Jack Lemmon', 'George Raft', 'Pat O’Brien', 'Joe E. Brown', 'Nehemiah Persoff', 'Joan Shawlee', 'Billy Gray', 'George E. Stone', 'Dave Barry', 'Mike Mazurki', 'Harry Wilson', 'Beverly Wills', 'Barbara Drew', 'Edward G. Robinson Jr.', 'Brandon Beach', 'Marian Collier', 'Pat Comiskey', 'James Dime', 'Duke Fishman', 'Paul Frees', 'Jack Gordon', 'Joe Gray', ""Harold 'Tommy' Hart"", 'William Hoehne Jr.', 'John Indrisano', 'Tom Kennedy', 'Jack Mather', 'Laurie Mitchell', 'Joe Palma', 'Scott Seaton', 'Fred Sherman', 'Carl Sklover', 'Bert Stevens', 'Arthur Tovey', 'Ralph Volkie', 'Tito Vuolo', 'Sandra Warner', 'Billy Wayne', 'Grace Lee Whitney', 'Edwin Rochelle', 'Frank McLure', 'Steve Carruthers']",['Billy Wilder'],['Adolph Deutsch'],"['Billy Wilder', 'I.A.L. Diamond']"
289,"['Humphrey Bogart', 'Ingrid Bergman', 'Paul Henreid', 'Claude Rains', 'Conrad Veidt', 'Sydney Greenstreet', 'Peter Lorre', 'S.Z. Sakall', 'Madeleine Lebeau', 'Dooley Wilson', 'Joy Page', 'John Qualen', 'Leonid Kinskey', 'Curt Bois', 'Enrique Acosta', 'Ed Agresti', 'Louis V. Arco', 'Frank Arnold', 'Leon Belasco', 'Nino Bellini', 'Oliver Blake', 'Monte Blue', 'Eugene Borden', 'Dick Botiller', 'Maurice Brierre', 'Sebastian Cabot', 'Anita Camargo', 'George M. Carleton', 'Spencer Chan', 'Melie Chang', 'Tex Cooper', 'Gino Corrado', 'Franco Corsaro', ""Adrienne D'Ambricourt"", 'Marcel Dalio', 'Helmut Dantine', 'Jean De Briac', 'George Dee', 'Jean Del Val', 'Carl Deloro', 'Joseph DeVillard', 'Arthur Dulac', 'William Edmunds', 'Herbert Evans', 'Fred Farrell', 'Adolph Faylauer', 'O.K. Ford', 'Martin Garralaga', 'Gregory Gaye', 'Gregory Golubeff', 'Ilka Grüning', 'Creighton Hale', 'Winifred Harris', 'Jamiel Hasson', 'Arthur Stuart Hull', 'Olaf Hytten', 'Charles La Torre', 'George J. Lewis', 'Manuel Lopez', 'Jacques Lory', 'Lou Marcelle', 'Tony Martelli', 'George Meeker', 'Lal Chand Mehra', 'Hercules Mendez', 'Louis Mercier', 'Torben Meyer', 'Alberto Morin', 'Leo Mostovoy', 'Corinna Mura', 'Barry Norton', 'Lotte Palfi Andor', 'Paul Panzer', 'Manuel París', 'Alexander Pollard', 'Frank Puglia', 'Georges Renavent', 'Dewey Robinson', 'Richard Ryen', 'Dan Seymour', 'Lester Sharpe', 'Dina Smirnova', 'Gerald Oliver Smith', 'George Sorel', 'Geoffrey Steele', 'Ludwig Stössel', 'Mike Tellegen', 'Rafael Trujillo', 'Jacques Vanaire', 'Ellinor Vanderveer', 'Norma Varden', 'Hans Heinrich von Twardowski', 'Jack Wise', 'Wolfgang Zilzer', 'Trude Berliner', 'Paul Porcasi', 'Max Linder', 'Frank Mazzola', 'Henry Rowland', 'Leo White', 'Paul Irving', 'Brandon Beach', 'Victor Romito', 'Michael Mark', 'Bhogwan Singh']",['Michael Curtiz'],['Max Steiner'],"['Julius J. Epstein', 'Philip G. Epstein', 'Howard Koch']"
6620,"['Humphrey Bogart', 'Audrey Hepburn', 'William Holden', 'Walter Hampden', 'John Williams', 'Martha Hyer', 'Joan Vohs', 'Marcel Dalio', 'Marcel Hillaire', 'Nella Walker', 'Francis X. Bushman', 'Ellen Corby', 'Marjorie Bennett', 'Emory Parnell', 'Nancy Kulp', 'Paul Harvey', 'Kay Riehl', 'Raymond Bailey', 'Ralph Brooks', 'Colin Campbell', 'Harvey B. Dunn', 'Fritz Ford', 'Otto Forrest', 'Chuck Hamilton', 'Rand Harper', 'Sam Harris', 'Kay E. Kuter', 'Bill Neff', 'Gregory Ratoff', 'Marion Ross', 'Emmett Vogan', 'Ralph Moratz', 'Lovyss Bradley', 'Jean Ransome', 'James Carlisle', 'Fred Rapport', 'Herschel Graham']",['Billy Wilder'],['Friedrich Hollaender'],"['Billy Wilder', 'Ernest Lehman', 'Samuel A. Taylor']"
804,"['Gregory Peck', 'Audrey Hepburn', 'Eddie Albert', 'Hartley Power', 'Harcourt Williams', 'Margaret Rawlings', 'Tullio Carminati', 'Paolo Carlini', 'Claudio Ermelli', 'Paola Borboni', 'Alfredo Rizzo', 'Laura Solari', 'Gorella Gori', 'Armando Annuale', 'Maurizio Arena', 'Gildo Bocci', 'Andrea Esterhazy', 'George Higgins', 'Richard McNamara', 'Luigi Moneta', 'Piero Pastore', 'Mimmo Poli', 'Giuliano Raffaelli', 'Carlo Rizzo', 'Gianna Segale', 'Dianora Veiga', 'Marco Tulli', 'Tania Weber', 'Catherine Wyler']",['William Wyler'],['Georges Auric'],"['Ian McLellan Hunter', 'John Dighton']"
909,"['Judy Garland', ""Margaret O'Brien"", 'Mary Astor', 'Lucille Bremer', 'Leon Ames', 'Tom Drake', 'Marjorie Main', 'Harry Davenport', 'June Lockhart', 'Henry H. Daniels Jr.', 'Joan Carroll', 'Hugh Marlowe', 'Robert Sully', 'Chill Wills']",['Vincente Minnelli'],['George Stoll'],"['Irving Brecher', 'Fred F. Finklehoffe']"
599,"['William Holden', 'Gloria Swanson', 'Erich von Stroheim', 'Nancy Olson', 'Fred Clark', 'Lloyd Gough', 'Jack Webb', 'Buster Keaton', 'Cecil B. DeMille', 'Hedda Hopper', 'Anna Q. Nilsson', 'Ray Evans', 'Jay Livingston', 'H.B. Warner', 'Franklyn Farnum', 'Larry J. Blake', 'Charles Dayton', 'Fred Aldrich', 'Joel Allen', 'Ralph Montgomery', 'Gertrude Astor', 'Eva Novak', ""Frank O'Connor"", 'Edward Biby', 'Danny Borzage', 'Ken Christy', 'Ruth Clifford', 'Archie R. Dalzell', 'Arthur Lane', 'Edward Wahrman', 'Eddie Dew', 'Julia Faye', 'Al Ferguson', 'Gerry Ganzer', 'Rudy Germane', 'Jack Perrin', 'Kenneth Gibson', 'Archie Twitchell', 'Creighton Hale', 'Sidney Skolsky', 'Chuck Hamilton', 'Len Hendry', 'Howard Joslin', 'Howard Negley', 'E. Mason Hopper', 'Stan Johnson', 'Tiny Jones', 'Perc Launders', 'William Meader', 'Gertrude Messinger', 'Harold Miller', ""John 'Skins' Miller"", 'Lee Miller', 'Bert Moorhouse', 'Jay Morley', ""Robert Emmet O'Connor"", 'Emmett Smith', 'Yvette Vickers', 'Henry Wilcoxon']",['Billy Wilder'],['Franz Waxman'],"['Billy Wilder', 'Charles Brackett', 'D.M. Marshman Jr.']"
15,"['Orson Welles', 'Joseph Cotten', 'Dorothy Comingore', 'Ray Collins', 'George Coulouris', 'Agnes Moorehead', 'Paul Stewart', 'Ruth Warrick', 'Erskine Sanford', 'William Alland', 'Everett Sloane', 'Fortunio Bonanova', 'Gus Schilling', 'Philip Van Zandt', 'Georgia Backus', 'Harry Shannon', 'Sonny Bupp', 'Buddy Swan', 'Gregg Toland', 'Don Ackerman', ""Nat 'King' Cole"", 'Gino Corrado', 'Maurice Costello', 'Demetrius Alexis', 'Gene Coogan', 'Art Dupuis', 'Rudy Germane', 'Mike Lally', 'Walter Lawrence', 'John Northpole', 'Victor Romito', 'Bob Terry', 'William Alston', 'Jack Gargan', 'Bert Moorhouse', 'Carmen Laroux', 'Sam Ash', 'Buddy Messinger', 'Terrance Ray', 'Sally Corner', 'Walter Bacon', 'Herbert Corthell', 'Harry A. Bailey', 'Danny Borzage', 'J.J. Clark', 'Tom Coleman', 'Carl Deloro', 'Jack Egan', 'Robert Haines', 'Ludwig Lowry', 'John McCormack', 'Hercules Mendez', ""Paddy O'Flynn"", 'Sam Rice', 'Don Roberts', 'Larry Wheat', 'Larry Williams', 'Joan Blair', 'Morgan Brown', 'Harry Burkhardt', 'Edmund Cobb', 'Eddie Coke', 'Louis Natheaux', ""Arthur O'Connell"", 'Guy Repp', 'Tom Steele', 'Richard Wilson', 'Louise Currie', 'Walter Sande', 'Jan Wiley', 'Milton Kibbee', 'Buck Mack', 'Alan Ladd', 'Thomas A. Curran', 'Jack Curtis', 'George Noisom', 'Gerald Pierce', 'Donna Dax', 'George DeNormand', 'Bud Geary', 'Bert LeBaron', 'Clyde McAtee', 'Cyril Ring', 'Roland Winters', 'Lew Harvey', 'Herman J. Mankiewicz', 'Eddie Dew', 'Perc Launders', 'John Dilson', 'Walter James', 'Robert Dudley', 'Suzanne Dulier', 'Al Eben', 'Johnny Eckert', 'Carl Ekberg', 'Edith Evanson', 'Carl Faulkner', 'Juanita Fields', 'Edna Mae Jones', 'Leda Nicova', 'Jolane Reynolds', 'Suzanne Ridgeway', 'Olin Francis', 'Louise Franklin', 'Renee Godfrey', 'Peter Gowland', 'Jimmy Grant', 'Jesse Graves', 'Ernest Grooney', 'Jack Gwynne', 'Teddy Mangean', 'Henry Hebert', ""Bryan 'Slim' Hightower"", 'Mitchell Ingraham', 'Philip Morris', 'Francis Sayles', 'George W. Jimenez', 'Arthur Kay', 'Ellen Lowe', 'James T. Mack', 'Mickey Martin', 'Bruce Sidney', 'Major McBride', 'Frank McLure', 'Charles Meakin', 'Edward Peil Jr.', 'Irving Mitchell', 'Frances E. Neal', 'Lillian Nicholson', 'Joseph North', ""William H. O'Brien"", 'Field Norton', 'Dick Scott', ""Frank O'Connor"", 'Russ Powell', 'Bert Stevens', 'Thomas Pogue', ""Lillian O'Malley"", 'Jack Raymond', 'Gohr Van Vleck', 'Myrtle Rishell', 'Benny Rubin', 'Shimen Ruskin', 'George Sherwood', 'Edward Ryan', 'Landers Stevens', 'Harry J. Vejar', 'Tudor Williams', 'Arthur Yeoman', 'Tim Davis', 'Charles Bennett']",['Orson Welles'],['Bernard Herrmann'],"['Orson Welles', 'Herman J. Mankiewicz']"
62,"['Keir Dullea', 'Gary Lockwood', 'William Sylvester', 'Douglas Rain', 'Daniel Richter', 'Leonard Rossiter', 'Margaret Tyzack', 'Robert Beatty', 'Sean Sullivan', 'Frank Miller', 'Ed Bishop', 'Edwina Carroll', 'Penny Brahms', 'Heather Downham', ""Maggie d'Abo"", 'Chela Matthison', 'Judy Kiern', 'Alan Gifford', 'Ann Gillis', 'Vivian Kubrick', 'Kenneth Kendall', 'Bill Weston', 'Glenn Beck', 'Mike Lovell', 'John Ashley', 'Jimmy Bell', 'David Charkham', 'Simon Davis', 'Jonathan Daw', 'Péter Delmár', 'Terry Duggan', 'David Fleetwood', 'Danny Grover', 'Brian Hawley', 'David Hines', 'Tony Jackson', 'John Jordan', 'Scott MacKee', 'Laurence Marchant', 'Darryl Paes', 'Joe Refalo', 'Andy Wallace', 'Bob Wilyman', 'Richard Woods', 'Martin Amor', 'S. Newton Anderson', 'Sheraton Blount', 'Ann Bormann', 'Julie Croft', 'Penny Francis', 'Marcella Markham', 'Irena Marr', 'Krystyna Marr', 'Kim Neil', 'Jane Pearl', 'Penny Pearl', 'Kevin Scott', 'John Swindells', 'Burnell Tucker', 'John Clifford']",['Stanley Kubrick'],[],"['Stanley Kubrick', 'Arthur C. Clarke']"
223,"['Laurence Olivier', 'Joan Fontaine', 'George Sanders', 'Judith Anderson', 'Nigel Bruce', 'Reginald Denny', 'Gladys Cooper', 'Florence Bates', 'Leo G. Carroll', 'Leonard Carey', 'Lumsden Hare', 'Edward Fielding', 'Forrester Harvey', 'Philip Winter', 'Alfred Hitchcock', 'C. Aubrey Smith', 'Billy Bevan', 'Gino Corrado', 'Melville Cooper', 'Egon Brecher', 'Leyland Hodgson', 'Alphonse Martell', ""William H. O'Brien"", 'Ronald R. Rondell', 'Phyllis Woodward']",['Alfred Hitchcock'],['Franz Waxman'],"['Robert E. Sherwood', 'Joan Harrison']"
303,"['Cary Grant', 'Ingrid Bergman', 'Claude Rains', 'Louis Calhern', 'Leopoldine Konstantin', 'Reinhold Schünzel', 'Ivan Triesault', 'Alex Minotis', 'Eberhard Krumschmidt', 'Fred Nurney', 'Moroni Olsen', 'Wally Brown', 'Charles Mendl', 'Ricardo Costa', 'Fay Baker', 'Bea Benaderet', 'Virginia Gregg', 'Charles D. Brown', 'Eddie Bruce', 'Ben Erway', 'Donald Kerr', 'James Logan', 'Emmett Vogan', 'John Vosper', 'Alan Ward', 'Paul Bryar', 'George Lynn', 'Frank Marlowe', 'Howard Negley', 'Aileen Carlyle', 'Elizabeth Wilson', 'Almeda Fowler', 'Leota Lorraine', 'Sandra Morgan', 'Lillian West', 'Richard Clarke', 'Francis McDonald', 'Alfred Hitchcock', 'Frank McLure', 'Tom Coleman', 'Alfredo DeSa', 'Bess Flowers', 'Art Howard', 'Jeffrey Sayre', 'Bert Moorhouse', 'Gavin Gordon', 'Harry Hayden', 'Warren Jackson', 'Thomas Martin', 'Tina Menard', 'Howard M. Mitchell', 'Antonio Moreno', 'Garry Owen', 'Dink Trout', 'Lenore Ulric', 'Friedrich von Ledebur', 'Peter von Zerneck', 'Frank Wilcox']",['Alfred Hitchcock'],['Roy Webb'],"['Alfred Hitchcock', 'Ben Hecht']"
381,"['Cary Grant', 'Grace Kelly', 'Jessie Royce Landis', 'Brigitte Auber', 'John Williams', 'Charles Vanel', 'Jean Martinelli', 'Georgette Anys', 'Bess Flowers', ""William 'Wee Willie' Davis"", 'René Blancard', 'Charles Sherlock', 'Alfred Hitchcock']",['Alfred Hitchcock'],['Lyn Murray'],['John Michael Hayes']
1939,"['Gene Tierney', 'Dana Andrews', 'Clifton Webb', 'Vincent Price', 'Judith Anderson', 'Dorothy Adams', 'Kathleen Howard', 'Cara Williams', 'Bess Flowers', 'Dorothy Christy', 'Jean Fenwick', 'Frances Gladwin', 'Beatrice Gray', 'Yolanda Lacca', 'Kay Linaker', 'Gloria Marlen', 'Aileen Pringle', 'Wally Albright', 'Bobby Barber', 'William Graeff Jr.', 'Ben Watson', 'Gary Breckner', 'Harry Carter', 'James Conaty', 'Sam Harris', 'Harold Miller', 'Cyril Ring', 'Lane Chandler', 'Harold Schlickenmayer', 'Harry Strang', 'James Flavin', 'Ralph Dunn', 'Forbes Murray', 'Alexander Sascha', 'Larry Steers', 'Clyde Fillmore', 'Lee Tung Foo', 'William Forrest', 'Frank LaRue', 'Thomas Martin', 'Jane Nigh', 'Eric Wilton']",['Otto Preminger'],['David Raksin'],"['Jay Dratler', 'Samuel Hoffenstein', 'Elizabeth Reinhardt', 'Ring Lardner, Jr.']"
198,"['Carole Lombard', 'Jack Benny', 'Robert Stack', 'Felix Bressart', 'Lionel Atwill', 'Stanley Ridges', 'Sig Ruman', 'Tom Dugan', 'Charles Halton', 'Henry Victor', 'Maude Eburne']",['Ernst Lubitsch'],['Werner R. Heymann'],[]
3083,"['James Stewart', 'Jean Arthur', 'Claude Rains', 'Edward Arnold', 'Guy Kibbee', 'Thomas Mitchell', 'Eugene Pallette', 'Beulah Bondi', 'Colin James Mackey', 'Harry Carey', 'H.B. Warner', 'Grant Mitchell', 'Pierre Watkin', 'Porter Hall', 'Astrid Allwyn', 'Ruth Donnelly', 'Charles Lane', 'William Demarest', 'Dick Elliott', 'Russell Simpson', 'Delmar Watson', 'John Russell', 'Frances Gifford', 'Larry Simms', 'Billy Watson', 'Harry Watson', 'Garry Watson', 'Wilson Benge', 'Dickie Jones', 'H.V. Kaltenborn', 'Erville Alderson', 'Frank Puglia', 'Maurice Cass', 'Stanley Andrews', 'Al Bridge', 'Edwin August', 'Edmund Cobb', 'Sam Ash', 'Harry A. Bailey', 'Stanley Mack', 'Brooks Benedict', 'Wade Boteler', 'Dorothy Comingore', 'Chester Conklin', 'Gino Corrado', 'Ann Doran', 'Robert Emmett Keane', 'Matt McHugh', 'Kathryn Bates', 'Frank Austin', 'William Arnold', 'Tommy Baker', 'Robert Sterling', 'Dub Taylor', 'George Chandler', ""Fred 'Snowflake' Toones"", 'Jack Carson', 'Tommy Bupp', 'Dora Clement', 'Bert Moorhouse', 'Harry C. Bradley', 'Lynton Brent', 'Ed Brewer', 'Harlan Briggs', 'Harry Burkhardt', 'Frederick Burton', 'Georgia Caine', 'Ken Carpenter', 'Burr Caruth', 'Allan Cavan', 'Eddy Chandler', 'Davison Clark', 'Richard Clucas', 'Shirley Coates', 'Eddie Coke', 'Hal Cooke', 'Alec Craig', 'Anne Cornwall', 'George Cooper', 'Georgie Cooper', 'Jack Cooper', 'Nick Copeland', 'Vernon Dent', 'Maurice Costello', 'Beatrice Curtis', 'Lew Davis', 'Dulcie Day', 'Wally Dean', 'Harry Depp', 'Byron Foulger', 'Helen Jerome Eddy', 'Douglas Evans', 'Joe Devlin', 'Clyde Dilson', 'John Dilson', 'Neal Dodd', 'Lester Dorr', 'Robert Dudley', 'Edward Earle', 'Jack Egan', 'Eddie Fetherston', 'Mabel Forrest', 'Gladys Gale', 'Jack Gardner', 'Mary Gordon', 'June Gittelson', 'Lorna Gray', 'Harry Hayden', 'Louis Jean Heydt', 'John Ince', 'Frank Jaquet', 'Philo McCullough', 'Wright Kramer', 'Henry Hebert', 'Fred Hoose', 'Richard Kipling', 'Roger Haliday', 'Wilfred Hari', 'Philip Hurlic', 'Olaf Hytten', 'Lloyd Ingraham', 'Mitchell Ingraham', 'Dick Jensen', 'John Lester Johnson', 'Eddie Kane', 'Donald Kerr', 'Milton Kibbee', 'Joe King', 'Evalyn Knapp', 'Paul Kruger', 'Bobby Larson', 'Billy Lechner', 'Jackie Lowe', 'P.H. Levy', 'Vera Lewis', 'Jack Lindquist', 'George Lloyd', 'Arthur Loft', 'Jack Low', 'Jimmie Lucas', 'Mary MacLaren', 'Hank Mann', 'Margaret Mann', 'Eric Mayne', 'Ralph McCullough', 'George McKay', 'Lafe McKee', 'Ben Taggart', 'Field Norton', 'Wilfred Lucas', 'Sammy McKim', 'James McNamara', 'William Newell', 'Robert Middlemass', 'James Millican', 'Howard M. Mitchell', 'Charles R. Moore', 'Gene Morgan', 'Robert Morgan', 'Ray Nichols', 'Alex Novinsky', ""Frank O'Connor"", 'Frank Otto', 'Joe Palma', 'Spencer Quinn', 'Tom Quinn', 'Ed Randolph', 'Charles Regan', 'Jack Rice', 'Wyndham Standing', 'Ferris Taylor', 'Jack Richardson', 'Walter Soderling', 'Harry Stafford', 'Victor Travers', 'Carl Stockdale', 'Robert Walker', 'Henry Roquemore', 'Craig Stevens', 'Paul Stanton', 'Johnny Russell', 'Walter Sande', 'Frank M. Thomas', 'Harry Strang', 'Harry Tenbrook', 'Dave Willock', 'Lloyd Whitlock', 'John Tyrrell', 'Frederick Vroom', 'Charles Sullivan', 'Arthur Thalasso', 'Edward Thomas', 'Laura Treadwell', 'Layne Tom Jr.', 'Myonne Walsh', 'Billy Wayne', 'Max Waizmann', 'John Ward', 'Jane Loofbourrow', 'Blanche Payson', 'Emma Tansey', 'Bess Wade', 'Florence Wix', 'Eleanor Wood', 'Jesse Graves', 'Gus Glassmire', 'Larry Steers', 'Landers Stevens', 'William Worthington', 'Edward Biby', 'Count Stefenelli', 'David Wade', 'Frank McLure']",['Frank Capra'],['Dimitri Tiomkin'],['Sidney Buchman']
900,"['Katharine Hepburn', 'Cary Grant', 'Charles Ruggles', 'Walter Catlett', 'Barry Fitzgerald', 'May Robson', 'Fritz Feld', 'Leona Roberts', 'George Irving', 'Tala Birell', 'Virginia Walker', 'John Kelly', 'William Benedict', 'Billy Bevan', 'Ward Bond', 'Jack Carson', 'Judith Ford', 'Edward Gargan', 'Paul Guilfoyle', ""Karl 'Karchy' Kosiczky"", 'Nissa the Leopard']",['Howard Hawks'],['Roy Webb'],"['Dudley Nichols', 'Hagar Wilde']"
260,"['Robert Donat', 'Madeleine Carroll', 'Lucie Mannheim', 'Godfrey Tearle', 'Peggy Ashcroft', 'John Laurie', 'Helen Haye', 'Frank Cellier', 'Wylie Watson', 'Gus McNaughton', 'Jerry Verno', 'Peggy Simpson', 'Pat Hagate', 'Alfred Hitchcock', 'Elizabeth Inglis', 'Frederick Piper', 'Hilda Trevelyan']",['Alfred Hitchcock'],"['Jack Beaver', 'Louis Levy']",[]
261,"['Elizabeth Taylor', 'Paul Newman', 'Burl Ives', 'Judith Anderson', 'Jack Carson', 'Madeleine Sherwood', 'Vaughn Taylor', 'Larry Gates', 'Zelda Cleaver', 'Brian Corcoran', ""Robert 'Rusty' Stevens"", 'Hugh Corcoran']",['Richard Brooks'],['Charles Wolcott'],"['Richard Brooks', 'James Poe']"
2033,"['Matthew Broderick', 'Patricia Arquette', 'Peter Riegert', 'Jeffrey Force', 'David Drew Gallagher', 'Raffi Di Blasio', 'Josh Keaton', 'James Hong', 'Melissa DeLizia', 'Peter Michael Goetz', 'Kelly Wolf']",['Matthew Broderick'],['Bruce Broughton'],['Patricia Broderick']
173,"['Kirk Douglas', 'James Mason', 'Paul Lukas', 'Peter Lorre', 'Robert J. Wilke', 'Ted de Corsia', 'Carleton Young', 'J. M. Kerrigan', 'Percy Helton', 'Ted Cooper', 'Gloria Pall', 'Ron Nyman', 'Fred Graham', 'Harry Harvey', 'Charles Grodin', 'Harper Goff', 'Eddie Marr', 'Jack Gargan', 'John Daheim', 'Jack Stoney']",['Richard Fleischer'],['Paul J. Smith'],['Earl Felton']
562,"['Bruce Willis', 'Alan Rickman', 'Alexander Godunov', 'Bonnie Bedelia', 'Reginald VelJohnson', 'Paul Gleason', ""De'voreaux White"", 'William Atherton', 'Clarence Gilyard Jr.', 'Hart Bochner', 'James Shigeta', 'Bruno Doyon', 'Andreas Wisniewski', 'Joey Plewa', 'Lorenzo Caccialanza', 'Gerard Bonn', 'Dennis Hayden', 'Al Leong', 'Gary Roberts', 'Hans Buhringer', 'Wilhelm von Homburg', 'Robert Davi', 'Grand L. Bush', 'Tracy Reiner', 'Taylor Fry', 'Noah Land', 'Bill Marcus', 'Rick Ducommun', 'Matt Landers', 'Carmine Zozzora', 'George Christy', 'Anthony Peck', 'David Ursin', 'Mary Ellen Trainor', 'Selma Archerd', 'Rebecca Broussard', 'Kym Malin', 'Betty Carvalho', 'Kip Waldo', 'Rick Cicetti', 'Bob Jennings', 'David Katz', 'Robert Lesser', 'Stella Hall', 'Terri Lynn Doss', 'Charlie Picerni', 'Mark Winn']",['John McTiernan'],['Michael Kamen'],"['Steven E. de Souza', 'Jeb Stuart']"
454,"['Leonardo DiCaprio', 'Claire Danes', 'John Leguizamo', 'Harold Perrineau', 'Pete Postlethwaite', 'Paul Sorvino', 'Brian Dennehy', 'Vondie Curtis-Hall', 'Miriam Margolyes', 'Diane Venora', 'Jamie Kennedy', 'Dash Mihok', 'Vincent Laresca', 'Edwina Moore', 'Paul Rudd']",['Baz Luhrmann'],"['Tim Atack', 'Nellee Hooper']","['Baz Luhrmann', 'Craig Pearce']"
1834,"['Dick Powell', 'Claire Trevor', 'Anne Shirley', 'Mike Mazurki', 'Miles Mander', 'Otto Kruger', 'Douglas Walton', 'Donald Douglas', 'Esther Howard']",['Edward Dmytryk'],['Roy Webb'],['John Paxton']
252,"['Gene Wilder', 'Jack Albertson', 'Peter Ostrum', 'Roy Kinnear', 'Denise Nickerson', 'Leonard Stone', 'Julie Dawn Cole', 'Nora Denney', 'Peter Capell', 'Tim Brooke-Taylor', 'Marcus Powell', 'Rusty Goffe', 'Michael Goodliffe', 'Kurt Großkurth', 'Malcolm Dixon', 'Paris Themmen', 'Ursula Reit', 'Michael Boliner', 'Diana Sowle', 'Aubrey Woods', 'David Battley', 'Pat Coombs', 'Günter Meisner', 'Werner Heyking', 'Peter Stewart', 'Franziska Liebing', 'Dora Altmann', 'Ernst Ziegler', 'Stephen Dunn', 'Frank Delfino', 'Rudy Borgstaller', 'George Claydon', 'Ismed Hassan', 'Norman McGlen', 'Angelo Muscat', 'Albert Wilkinson']",['Mel Stuart'],"['Walter Scharf', 'Leslie Bricusse']",['Roald Dahl']
475,"['Warren Beatty', 'Faye Dunaway', 'Michael J. Pollard', 'Gene Wilder', 'Gene Hackman', 'Estelle Parsons', 'Denver Pyle', 'Dub Taylor', 'Evans Evans', 'Mabel Cavitt', 'Patrick Cranshaw', 'Owen Bush', 'Clyde Howdy', 'Russ Marker', 'Ann Palmer', 'Ken Mayer']",['Arthur Penn'],['Charles Strouse'],"['David Newman', 'Robert Benton']"
88,"['Jennifer Grey', 'Patrick Swayze', 'Jerry Orbach', 'Cynthia Rhodes', 'Jack Weston', 'Jane Brucker', 'Kelly Bishop', 'Lonny Price', 'Max Cantor', ""Charles 'Honi' Coles"", 'Neal Jones', 'Cousin Brucie Morrow', 'Wayne Knight', 'Paula Trueman', 'Alvin Myerovich', 'Miranda Garrison', 'Garry Goodrow', 'Antone Pagan', 'Thomas Cannold', 'Heather Lea Gerdes', 'Jesus Fuentes', 'M.R. Fletcher', 'Karen Getz', 'Andrew Charles Koch', 'D.A. Pauley', 'Jennifer Stahl', 'Dorian Sanchez']",['Emile Ardolino'],['John Morris'],[]
500,"['Harvey Keitel', 'Tim Roth', 'Michael Madsen', 'Chris Penn', 'Steve Buscemi', 'Lawrence Tierney', 'Edward Bunker', 'Quentin Tarantino', 'Randy Brooks', 'Kirk Baltz', 'Steven Wright', 'Rich Turner', 'David Steen', 'Tony Cosmo', 'Stevo Polyi']",['Quentin Tarantino'],[],[]
